study_id,kri_section,kri_number,kri_label,kri_code,iqmp_risk_id,moderate_threshold,high_threshold,relative_score_direction,weight,applicable_visits,forms_variables,logic_summary,corrective_action,status,retirement_date,comment,associated_qtl
C3651003,study_specific,6,Missing Immunogenicity (ADA and,,,>10% and < 20% missing,> or = 20% missing,,High,,"IMMUNOGENICITY SAMPLE COLLECTION (IS001)
Was the sample collected? (X_ISSTAT_001)","Missing Immunogenicity Details:
For randomized subjects only.
Numerator: Assessment will be marked as missing when X_ISSTAT_001= NO or null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,7,Missing Safety Lab,,,> 14% and < 28% missing,> or = 28% missing,,High,,"CENTRAL LAB SAMPLE COLLECTION (LB001_3)
Was the lab panel collected? (X_LBCATYN_001_3)","Missing Safety Lab Details:
For randomized subjects only.
Numerator: Assessment will be marked as missing when X_LBCATYN_001_3 = NO or null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,8,Missing Albumin/Pre-albumin,,,> 33% and < 66% missing,> or = 66% missing,,High,,"CENTRAL LAB SAMPLE COLLECTION – ALB (LB001_3_1)
Was the lab panel collected? (X_LBCATYN_001_3_1)","Missing Albumin/Pre-albumin Details:
For randomized subjects only.
Numerator: Assessment will be marked as missing when X_LBCATYN_001_3_1 = NO or null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,9,Missing Physical Activity,,,>5% and < 10% missing,> or = 10% missing,,High,,"Activity Monitoring (FA029L)
Result or Finding in Original Units (FAORRES_029)","Missing Physical Activity Details:
Only non-CRF data.
For randomized subjects only.
Numerator: # of days that no data generate
Denominator: the number of all should be reported days for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,10,Missing ePRO - FAACT,,,> 25% and < 50% missing,> or = 50% missing,,,,"Functional Assessment of AnorexiaCachexia Treatment (QS46L)
Lack of energy (QSORRES_FAC 06501_LACK_046)","Missing ePRO - FAACT Details:
Only non-CRF data.
For randomized subjects only.
Numerator: Assessment will be marked as missing when QSORRES_FAC 06501_LACK_046 is null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,11,Missing ePRO - CRCSD,,,> 1% and < 2% missing,> or = 2% missing,,High,,"Cancer-Related Cachexia Symptom Diary (CRC45L)
Appetite (QSORRES_CRCSD101_APPET_045)","Missing ePRO - CRCSD Details:
Only non-CRF data.
For randomized subjects only.
Numerator: Assessment will be marked as missing when QSORRES_CRCSD101_APPET_045 is null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,12,Physical Activity,,,Relative Score Threshold,Weight (Priority) 2 (High) (Absolute Value) 1 (Moderate) 0.5 (Low),Both,High,,,"Missing Physical Activity Details:
Only non-CRF data.
For randomized subjects only.
Numerator: # of records that patient generated
Denominator: the number of all records should be reported for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,12,AE Entry Timeliness,,,>=28 days and < 38 days,> or = 38 days,Both,,,"From Name:
ADVERSE EVENT REPORT (AE) (AE001)
C3651003_DMW_RECDPAGES_REPORT from NAS drive
Variables(s):
Start Date (AESTDTC_001)
From First Completion Date","For randomized subjects only.
Measures the average number of days between AE start date recorded on the CRF and AE entry date shown in
the DMW Pages Received report in the NAS drive.
Calculated Methods:
Form Completion Date – AE Start Date",Ask study team. Contact site to determine root cause and any further appropriate mitigations.,active,,WI-CDS01-RF02,
C3651003,study_specific,13,Missing Assessment VS,,,> 12% and < 24% missing,> or =24% missing,,High,,"Vital Signs (VS001, VS001_1), VSDTC_001","Missing Assessment VS Details:
For randomized subjects only.
Numerator: Assessment will be marked as missing when VSDTC_001is null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,14,Missing Assessment EG,,,> 33% and < 66% missing,> or = 66% missing,,,,"LOCALLY READ ECGs (LOCAL ECG) (EG001), EGDTC_001","Missing Assessment EG Details:
For randomized subjects only.
Numerator: Assessment will be marked as missing when EGDTC_001is null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


CDS01-RF02",
C3651003,sister,,"Missing Weight IQMP Risk ID(s) 2195 - Fit for purpose efficacy, safety, or",,,,,,High,,"VITAL SIGNS - WEIGHT- Repeating Form (VS001_2_1)
Weight (VSORRES_WEIGHT_001_2_1)","of the Study Specific KRI 1-
11 to make it more detailed;
4. Add the additional DQA analysis in section 5;
5. Add Duplicate Patient Analysis in section 6;
6. Add sister KRI(s) to Support QTL in section 7.2
3.0 24-May-2023 Li He, Zhao 1. Update estimated frequency of KRI and DQA
Yanqiu 2. Add Study Specific KRI 13
3. Add Study Specific KRI 14
4.0 18-Aug-2023 Li He, Tang Yuqin 1. Update to use latest Central Monitoring Plan Template
2. Add audit trail (CRCSD, FAACT)
3. ADD 2 Specific KRI (VS, EG)
4. Add schedule visit Day64, Day78, Flex PK/PD
5.0 19-Oct-2023 Li He, Tang Yuqin 1. Update external data (SM_QSCRC045, QSFAC046, FAACM029)
2. Removed absolute threshold in GDF-15 Roche Specific KRI
3. Removed FAACT DQA additional dashboard
6.0 7-Feb-2024 Li He, Tang Yuqin 1. Updated to use CMP template version 2.0.
2. Updated 5.1 Global Standard KRI (Retire standard KRI based
on CMP 2.0)
3. Removed 5.1.1 Missing Page Report Information
4. Updated 5.2 Study Specific KRIS, Rationale to IQMP Risk ID(s)
5. Updated SSKRI2 Missing Treatment logic (
SUPPEC_MISDOST_001_4 is not null to
SUPPEC_ECVLAT_001 = 0 or is null)
6. SAE Entry timeliness retired (team discussion on Jan 10th
signal pre-review meeting)
7.0 24-Apr-2024 Li He, Tang Yuqin 1. Added an end condition for additional DQA Analysis - Digital
Physical Activity.
2. Update External Data Sources
3. Update SSKRI 4,9,10,11,12
4. Added an end condition for QTL and Sister KRI.
8.0 20-Aug-2024 Li He, Tang Yuqin 1. Removed Early Terminate Rate as it no longer a standard KRI.
2. Added an end condition for PDP and Standard KRI.
9.0 06-Nov-2024 LiHe, Tang Yuqin, 1. updated External Data Source to include Non CRF data
Hu Longyuan COBR,RSBR,TRBR,TUBR.


WI-CDS01-RF02
1. CMP DOCUMENT REVISION HISTORY
2. STUDY INFORMATION
General study information is documented in CluePoints Analytics UIMS ticket 457665.
2.1. Estimated KRI/DQA Analysis Schedule
CluePoints study tracking tickets are the most current source of planned and completed
analyses.
",Contact site to determine root cause and any further appropriate mitigations.,active,,"in Study Risk Threshold Threshold
(Absolute Value)
Protocol Deviation Rate Yes n/a – only relative Above 1.3, 3 2 (High)
No score is available Below -1.3, -3 1 (Moderate)
Both 0.5 (Low)
AE Rate Yes n/a – only relative Above 1.3, 3 2 (High)
No score is available Below -1.3, -3 1 (Moderate)
Both 0.5 (Low)
SAE Rate Yes n/a – only relative Above 1.3, 3 2 (High)
No score is available Below -1.3, -3 1 (Moderate)
Both 0.5 (Low)
CRCSD Open to Open Yes n/a – only relative Above 1.3, 3 2 (High) This KRI will be conducted until PCD.
No score is available Below -1.3, -3 1 (Moderate)
Both 0.5 (Low)


WI-CD",
C3651003,sister,,#% Not Meet the Key Protocol,,,,,,High,,"IE002
DS001_3


CDS01-RF02","Proportion test
• Denominator:
Include subjects where
o
DS001_3 Randomization; Randomization Date not missing
o
• Numerator:
Include subjects where
IE002 Inclusion and Exclusion; IESPID_002 is not null or IESPID1_002 is not null","Ask study team or use QTL specification. Contact site and/or CRO to determine root cause and any further
appropriate mitigations.",active,,"8.1. Timing and Frequency of QTL Analysis
Initial timing of QTL analysis Apr-2023
Frequency of QTL analysis With each KRI analysis


CDS01-RF02
8.2. Sister KRI(s) to Support QTL
Section Not Applicable
Sister KRI(s) will be conducted until study enrollment closes.
Associated QTL The % of entered subjects that do not meet key protocol entry criteria.
KRI Label (Name) #% Not Meet the Key Protocol Description The proportion of subjects entered into the
Entry Criteria study that do not meet key protocol entry
criteria is above the study overall.
Moderate Risk Threshold >1% Relative Score Above 1.3,",The % of entered subjects that do not meet key protocol entry criteria.
C3651021,global,,Protocol Deviation Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C3651021,global,,AE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,signal in Cluepoints. Else for over-reporting,
C3651021,global,,SAE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,signal in Cluepoints. Else for over-reporting,
C3651021,global,,FAACT Open to Open,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C3651021,global,,FAACT Open to Save,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C3651021,study_specific,1,Missed 6-MWT assessment,,"SR-00849, SR-00839 (Study Risk ID ASRP) (KRI_MA_FTWLK001)",>5% and < 10% missing,> or = 10% missing,Both,High,,"WALKING DISTANCE ASSESSMENT (6MWT) [FTWLK001]
• FTDTC_001
DATE OF VISIT (DOV) [SV001]
• SVSTDTC_001","Population: Randomized Patients
For subjects who have completed the visits (visits are not marked as erroneous): WEEK1, WEEK4, WEEK8, WEEK12,
WEEK20, WEEK28, WEEK36, WEEK44, WEEK52, WEEK60, WEEK68, WEEK76, WEEK84, WEEK92,
END_OF_TRT_DB, END_OF_STUDY_DB
Assessment is marked as missed when Date of Assessment is null.","CRA to contact the site to identify the root cause why the tests were missing. Re-training to be provided to the site and
request the site to re-train the participants, if applicable. Protocol deviation to be recorded. Preventative measure –
remind the site(s) to review the Visit-by-Visit guide in Firecrest, and 6MWT training materials, add reminders in
Newsletter, if applicable.",active,,"Study Management will be assigned to review this signal in CluePoints.


CDS01-RF02",
C3651021,study_specific,2,AE Data Entry Timeliness,,SR-00852 (Study Risk ID ASRP) (KRI_AE_ENTRY_TIMELINESS),(Absolute 2 days,4 days,Both,High,,"ADVERSE EVENT REPORT (AE) (AE001)
• Start Date (AESTDTC_001)
• R_FMINSTARTEDSTATE","For randomized subjects:
This KRI measures the average time pending from when the Adverse Event (AE) start date is recorded in the CRF
(AESTDTC_001) to when the AE is entered in the EDC database.","Action Name: Site Re-education
Action Description: Average time pending from when the Adverse Event (AE) start date is recorded in the CRF to
when the AE is entered in the EDC database is longer at this site compared to other sites. Site should be retrained in
database reporting requirements with the focus on AE reporting requirements",active,,Study Management will be assigned to review this signal in CluePoints,
C3651021,study_specific,3,SAE Data Entry Timeliness,,SR-00852 (Study Risk ID ASRP) (KRI_SAE_ENTRY_TIMELINESS) CDS01-RF02,(Absolute 2 days,3 days,Both,High,,"ADVERSE EVENT REPORT (AE) (AE001)
• Is the adverse event serious? (AESER_001)
• Start Date (AESTDTC_001)
• R_FMINSTARTEDSTATE","For all subjects:
This KRI measures the average time pending from when the Serious Adverse Event (SAE) start date is recorded in the
CRF (AESTDTC_001) to when the SAE is entered in the EDC database.","Action Name: Site Re-education
Action Description: Average time pending from SAE site recorded date in the CRF to when the SAE is entered in the
EDC database is longer at this site compared to other sites. Site should be retrained in database reporting requirements
with the focus on SAE reporting requirements.",active,,Study Management will be assigned to review this signal in CluePoints,
C3651021,study_specific,4,Missed ePRO – FAACT,,"Primary endpoint, SR-00842 (Study (KRI_MISSED_FAACT) Risk ID ASRP)",(Absolute >25% and <50% missing,>or = 50% missing,Both,High,,"Functional Assessment of AnorexiaCachexia Treatment (QS46LCDASH) SM_ QSFAC046
• QSDTC_046_DTS
DATE OF VISIT (DOV) [SV001]
• SVSTDTC_001","For randomized subjects only.
For subjects who have completed the visits (visits are not marked as erroneous): WEEK1, WEEK4, WEEK8, WEEK12,
WEEK16, WEEK20, WEEK24, WEEK28, WEEK32, WEEK36, WEEK40, WEEK44, WEEK48, WEEK52, WEEK56,
WEEK60, WEEK64, WEEK68, WEEK72, WEEK76, WEEK80, WEEK84, WEEK88, WEEK92, WEEK96,
END_OF_TRT_DB, END_OF_STUDY_DB
Assessment is marked as missed when Date/Time of Collection is null. To account for the monthly transfer frequency of
the external dataset we check for missed assessments on visits after 30 days from the latest external dataset dates.","CRA to contact the site to identify the root cause why the ePROs were missing. Re-training to be provided to the site
and request the site to re-train the participants, if applicable. Protocol deviation to be recorded.",active,,Study Management will be assigned to review this signal in CluePoints,
C3651021,study_specific,5,Missing Weight,,Primary endpoint (KRI_MISSED_WEIGHT),(Absolute >0% and <5 % missing,> or = 5% missing,Both,High,,"VITAL SIGNS - REPEATING - WEIGHT (VIT - WT) - Repeating Form [VS001_2]
• VSORRES_WEIGHT_001_2
VITAL SIGNS - 6M PRIOR - WEIGHT (WT6M PRIOR) [VS001_3]
• VSORRES_WEIGHT_001_3
DATE OF VISIT (DOV) [SV001]
• SVSTDTC_001","For randomized subjects only.
For subjects who have completed the visits (visits are not marked as erroneous): SCR, WEEK1, WEEK4,
WEEK6,WEEK8, WEEK12, WEEK16,WEEK20,WEEK24, WEEK28, WEEK32, WEEK36, WEEK40, WEEK44,
WEEK48, WEEK52, WEEK56, WEEK60, WEEK64, WEEK68, WEEK72, WEEK76, WEEK80, WEEK84, WEEK88,
WEEK92, WEEK96, OLE1, OLE4, OLE8, OLE12, OLE16, OLE20, OLE24, OLE28, OLE32, OLE36, OLE40, OLE44,
OLE48, END_OF_TRT_OLE, END_OF_STUDY_OLE, END_OF_TRT_DB, END_OF_STUDY_DB
Since body weight is measured in duplicate on the VS001_2 form during scheduled visits, weight will be marked as
missing when all VSORRES_WEIGHT_001 are null.","CRA to contact the site to identify the root cause why the weight measurement(s) were missing. Re-training to be
provided to the site. Protocol deviation to be recorded. Preventative measure: remind the site(s) to review the Visit-by-
Visit guide in Firecrest, and the Protocol requirements.",active,,"Clinical will be assigned to review this signal in CluePoints


CDS01-RF02",
